Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
22,5,1943.51,good,medium,high,VIP
67,1,415.2,medium,low,medium,At Risk
16,12,4318.48,good,high,high,VIP
15,2,468.26,good,low,medium,At Risk
16,4,1614.91,good,medium,high,Loyal
160,3,928.1,bad,medium,high,Loyal
242,2,620.27,bad,low,high,Lost
218,1,134.7,bad,low,medium,Lost
44,18,4467.32,medium,high,high,Loyal
20,6,918.44,good,medium,high,VIP
420,4,1088.91,bad,medium,high,Loyal
126,20,3333.7000000000003,bad,high,high,Loyal
38,1,108.97999999999999,medium,low,medium,At Risk
120,5,2315.75,bad,medium,high,Loyal
736,1,82.6,bad,low,low,Lost
259,1,409.57,bad,low,medium,Lost
9,1,133.5,good,low,medium,At Risk
273,3,972.03,bad,medium,high,Loyal
164,1,51.0,bad,low,low,Lost
156,4,1078.96,bad,medium,high,Loyal
214,3,376.5,bad,medium,medium,Loyal
5,2,163.62,good,low,medium,At Risk
365,3,1014.45,bad,medium,high,Loyal
79,2,701.23,medium,low,high,At Risk
42,1,225.77,medium,low,medium,At Risk
388,2,400.06,bad,low,medium,Lost
18,3,912.18,good,medium,high,Loyal
31,4,2128.23,medium,medium,high,Loyal
578,1,214.70999999999998,bad,low,medium,Lost
21,1,161.2,good,low,medium,At Risk
401,2,227.47000000000003,bad,low,medium,Lost
108,8,3717.35,bad,high,high,Loyal
394,2,634.68,bad,low,high,Lost
524,1,136.0,bad,low,medium,Lost
7,16,9261.52,good,high,high,VIP
319,1,155.0,bad,low,medium,Lost
641,2,469.13,bad,low,medium,Lost
450,6,1175.78,bad,medium,high,Loyal
294,1,100.5,bad,low,medium,Lost
442,2,860.08,bad,low,high,Lost
357,1,76.55,bad,low,low,Lost
540,1,108.0,bad,low,medium,Lost
184,3,1132.99,bad,medium,high,Loyal
682,1,215.46,bad,low,medium,Lost
190,2,617.05,bad,low,high,Lost
621,1,131.25,bad,low,medium,Lost
43,4,1268.91,medium,medium,high,Loyal
681,1,48.96,bad,low,low,Lost
51,2,631.34,medium,low,high,At Risk
25,2,1246.8,good,low,high,At Risk
37,3,1247.69,medium,medium,high,Loyal
500,1,58.5,bad,low,low,Lost
8,3,202.11,good,medium,medium,Loyal
296,1,142.4,bad,low,medium,Lost
32,3,1770.56,medium,medium,high,Loyal
9,16,6701.0,good,high,high,VIP
64,5,1898.01,medium,medium,high,Loyal
9,13,6399.83,good,high,high,VIP
576,1,135.6,bad,low,medium,Lost
431,1,266.4,bad,low,medium,Lost
217,1,67.95,bad,low,low,Lost
564,1,93.8,bad,low,low,Lost
1,20,8208.01,good,high,high,VIP
64,7,2121.93,medium,high,high,Loyal
2,19,2612.96,good,high,high,VIP
400,2,707.79,bad,low,high,Lost
393,8,2113.16,bad,high,high,Loyal
148,3,1732.47,bad,medium,high,Loyal
3,22,6795.9,good,high,high,VIP
651,1,285.6,bad,low,medium,Lost
129,6,1880.51,bad,medium,high,Loyal
33,13,2899.11,medium,high,high,Loyal
386,1,195.0,bad,low,medium,Lost
118,1,156.75,bad,low,medium,Lost
106,6,2157.73,bad,medium,high,Loyal
10,11,4109.77,good,high,high,VIP
70,9,3756.09,medium,high,high,Loyal
91,11,2651.14,bad,high,high,Loyal
310,1,1063.0,bad,low,high,Lost
42,3,1426.19,medium,medium,high,Loyal
361,4,770.37,bad,medium,high,Loyal
91,8,2399.33,bad,high,high,Loyal
0,23,12091.6,,high,high,VIP
21,2,490.22,good,low,medium,At Risk
387,1,604.2,bad,low,high,Lost
3,3,1937.25,good,medium,high,Loyal
10,7,1260.91,good,high,high,VIP
98,4,1639.17,bad,medium,high,Loyal
56,6,2469.37,medium,medium,high,Loyal
0,19,10271.52,,high,high,VIP
217,3,916.6099999999999,bad,medium,high,Loyal
17,1,322.08,good,low,medium,At Risk
434,3,661.39,bad,medium,high,Loyal
23,17,11727.94,good,high,high,VIP
49,4,1263.52,medium,medium,high,Loyal
6,5,1244.83,good,medium,high,VIP
403,1,516.28,bad,low,high,Lost
511,3,1220.9,bad,medium,high,Loyal
302,4,2614.2,bad,medium,high,Loyal
9,6,2255.51,good,medium,high,VIP
465,1,289.6,bad,low,medium,Lost
21,6,1372.8,good,medium,high,VIP
501,1,90.42,bad,low,low,Lost
98,2,271.70000000000005,bad,low,medium,Lost
365,5,958.84,bad,medium,high,Loyal
305,1,131.9,bad,low,medium,Lost
319,5,9443.04,bad,medium,high,Loyal
7,13,6638.7300000000005,good,high,high,VIP
0,11,4611.6900000000005,,high,high,VIP
204,7,5367.0199999999995,bad,high,high,Loyal
53,5,2386.47,medium,medium,high,Loyal
455,1,132.04,bad,low,medium,Lost
455,1,221.65,bad,low,medium,Lost
0,5,1241.31,,medium,high,VIP
18,6,1711.73,good,medium,high,VIP
8,2,375.35,good,low,medium,At Risk
18,8,2482.8,good,high,high,VIP
180,7,1128.44,bad,high,high,Loyal
59,12,3308.77,medium,high,high,Loyal
10,4,665.59,good,medium,high,Loyal
189,1,119.93,bad,low,medium,Lost
375,5,977.3,bad,medium,high,Loyal
431,4,628.21,bad,medium,high,Loyal
4,9,3062.4,good,high,high,VIP
310,1,113.64,bad,low,medium,Lost
380,1,237.42,bad,low,medium,Lost
154,2,5375.741,bad,low,high,Lost
109,9,1093.5,bad,high,high,Loyal
147,13,6713.5,bad,high,high,Loyal
65,12,2270.01,medium,high,high,Loyal
97,4,786.5699999999999,bad,medium,high,Loyal
567,2,111.0,bad,low,medium,Lost
246,11,3946.03,bad,high,high,Loyal
28,13,4646.9,good,high,high,VIP
17,12,2220.9900000000002,good,high,high,VIP
733,1,204.24,bad,low,medium,Lost
415,4,2112.21,bad,medium,high,Loyal
11,3,712.04,good,medium,high,Loyal
590,2,400.95,bad,low,medium,Lost
103,9,2228.22,bad,high,high,Loyal
73,2,234.34000000000003,medium,low,medium,At Risk
45,2,1278.08,medium,low,high,At Risk
71,4,1151.15,medium,medium,high,Loyal
256,1,215.7,bad,low,medium,Lost
19,7,1969.6,good,high,high,VIP
381,4,1276.66,bad,medium,high,Loyal
253,4,1299.11,bad,medium,high,Loyal
10,4,1299.52,good,medium,high,Loyal
164,5,2311.4900000000002,bad,medium,high,Loyal
17,12,4357.91,good,high,high,VIP
281,2,257.1,bad,low,medium,Lost
49,4,1070.98,medium,medium,high,Loyal
38,1,165.75,medium,low,medium,At Risk
511,2,175.5,bad,low,medium,Lost
26,7,1453.61,good,high,high,VIP
67,1,1064.28,medium,low,high,At Risk
206,4,1574.93,bad,medium,high,Loyal
405,2,1273.47,bad,low,high,Lost
174,2,468.13,bad,low,medium,Lost
429,7,1921.91,bad,high,high,Loyal
6,10,5130.15,good,high,high,VIP
25,3,401.46,good,medium,medium,Loyal
50,3,174.8,medium,medium,medium,Loyal
311,7,2668.23,bad,high,high,Loyal
308,2,697.0600000000001,bad,low,high,Lost
42,10,3911.27,medium,high,high,Loyal
25,7,2138.9700000000003,good,high,high,VIP
87,3,356.85,medium,medium,medium,Loyal
183,2,251.21,bad,low,medium,Lost
19,11,2470.67,good,high,high,VIP
2,6,3543.26,good,medium,high,VIP
46,4,673.26,medium,medium,high,Loyal
16,19,12001.84,good,high,high,VIP
16,7,3290.67,good,high,high,VIP
23,11,3284.43,good,high,high,VIP
21,5,874.94,good,medium,high,VIP
533,1,110.95,bad,low,medium,Lost
375,3,1007.28,bad,medium,high,Loyal
10,5,1314.81,good,medium,high,VIP
187,7,1223.47,bad,high,high,Loyal
100,6,788.01,bad,medium,high,Loyal
60,9,4598.9800000000005,medium,high,high,Loyal
17,12,3749.2599999999998,good,high,high,VIP
515,1,163.92,bad,low,medium,Lost
32,2,330.45,medium,low,medium,At Risk
63,1,174.37,medium,low,medium,At Risk
683,2,206.09,bad,low,medium,Lost
1,2,270.6,good,low,medium,At Risk
490,1,199.45000000000002,bad,low,medium,Lost
23,8,1758.6200000000001,good,high,high,VIP
107,1,241.09,bad,low,medium,Lost
31,13,2933.71,medium,high,high,Loyal
19,17,8240.64,good,high,high,VIP
388,1,262.4,bad,low,medium,Lost
2,122,27792.3,good,high,high,VIP
36,1,364.21999999999997,medium,low,medium,At Risk
59,3,620.04,medium,medium,high,Loyal
25,16,6197.4,good,high,high,VIP
479,1,376.34,bad,low,medium,Lost
235,11,3859.1800000000003,bad,high,high,Loyal
24,11,3466.37,good,high,high,VIP
2,26,6271.11,good,high,high,VIP
59,9,6030.7300000000005,medium,high,high,Loyal
259,1,171.8,bad,low,medium,Lost
57,2,641.4,medium,low,high,At Risk
64,5,1370.8400000000001,medium,medium,high,Loyal
15,2,537.48,good,low,high,At Risk
9,11,3795.34,good,high,high,VIP
58,14,2499.68,medium,high,high,Loyal
185,1,103.25,bad,low,medium,Lost
28,39,14906.77,good,high,high,VIP
23,3,2982.43,good,medium,high,Loyal
673,1,349.25,bad,low,medium,Lost
4,11,5197.9,good,high,high,VIP
3,8,4007.54,good,high,high,VIP
150,9,2627.49,bad,high,high,Loyal
310,4,916.5500000000001,bad,medium,high,Loyal
10,4,1353.31,good,medium,high,Loyal
17,7,880.04,good,high,high,VIP
151,3,511.28000000000003,bad,medium,high,Loyal
18,9,1841.54,good,high,high,VIP
9,4,2381.04,good,medium,high,Loyal
56,6,2315.63,medium,medium,high,Loyal
595,3,835.34,bad,medium,high,Loyal
84,1,788.38,medium,low,high,At Risk
653,3,655.5,bad,medium,high,Loyal
389,1,75.6,bad,low,low,Lost
6,44,6114.03,good,high,high,VIP
75,3,1080.76,medium,medium,high,Loyal
3,26,6729.400000000001,good,high,high,VIP
509,2,679.44,bad,low,high,Lost
434,2,2605.62,bad,low,high,Lost
95,5,3859.2200000000003,bad,medium,high,Loyal
110,4,4092.0,bad,medium,high,Loyal
56,2,1530.3600000000001,medium,low,high,At Risk
434,1,919.7,bad,low,high,Lost
0,4,598.98,,medium,high,Loyal
280,3,613.75,bad,medium,high,Loyal
424,1,161.65,bad,low,medium,Lost
2,11,5615.18,good,high,high,VIP
179,13,2621.42,bad,high,high,Loyal
732,1,143.70000000000002,bad,low,medium,Lost
487,1,460.71,bad,low,medium,Lost
371,1,70.80000000000001,bad,low,low,Lost
12,7,1374.25,good,high,high,VIP
2,1,168.63,good,low,medium,At Risk
431,1,105.56,bad,low,medium,Lost
517,1,14.850000000000001,bad,low,low,Lost
16,2,433.8,good,low,medium,At Risk
40,1,114.11,medium,low,medium,At Risk
5,8,1781.03,good,high,high,VIP
168,8,1747.91,bad,high,high,Loyal
49,5,1143.27,medium,medium,high,Loyal
276,1,237.36,bad,low,medium,Lost
18,9,1601.14,good,high,high,VIP
577,1,135.39,bad,low,medium,Lost
371,1,79.5,bad,low,low,Lost
424,20,3006.62,bad,high,high,Loyal
14,4,1447.14,good,medium,high,Loyal
34,3,570.46,medium,medium,high,Loyal
21,12,3712.0099999999998,good,high,high,VIP
6,2,634.83,good,low,high,At Risk
19,8,2164.45,good,high,high,VIP
626,1,229.47,bad,low,medium,Lost
10,6,2201.54,good,medium,high,VIP
43,2,384.04,medium,low,medium,At Risk
389,2,474.54,bad,low,medium,Lost
305,2,865.1700000000001,bad,low,high,Lost
10,1,213.96,good,low,medium,At Risk
655,1,205.35999999999999,bad,low,medium,Lost
274,1,660.0,bad,low,high,Lost
632,1,143.85999999999999,bad,low,medium,Lost
373,4,937.16,bad,medium,high,Loyal
0,192,30861.06,,high,high,VIP
15,22,24137.63,good,high,high,VIP
3,11,3352.94,good,high,high,VIP
71,10,1486.2,medium,high,high,Loyal
395,2,24.35,bad,low,low,Lost
443,2,604.3299999999999,bad,low,high,Lost
414,1,877.7,bad,low,high,Lost
679,1,76.32000000000001,bad,low,low,Lost
385,1,295.13,bad,low,medium,Lost
393,5,951.76,bad,medium,high,Loyal
242,5,527.78,bad,medium,high,Loyal
402,2,190.47000000000003,bad,low,medium,Lost
8,7,1342.32,good,high,high,VIP
245,2,1291.24,bad,low,high,Lost
205,2,412.78000000000003,bad,low,medium,Lost
0,9,3000.57,,high,high,VIP
184,1,320.58000000000004,bad,low,medium,Lost
31,10,2059.58,medium,high,high,Loyal
56,6,814.07,medium,medium,high,Loyal
195,11,4497.88,bad,high,high,Loyal
23,11,5410.92,good,high,high,VIP
378,1,462.75,bad,low,medium,Lost
90,5,1998.0,medium,medium,high,Loyal
3,2,959.01,good,low,high,At Risk
483,1,338.65,bad,low,medium,Lost
50,6,2025.69,medium,medium,high,Loyal
262,1,114.56,bad,low,medium,Lost
265,1,344.90000000000003,bad,low,medium,Lost
437,4,2124.46,bad,medium,high,Loyal
453,1,215.22,bad,low,medium,Lost
35,2,609.85,medium,low,high,At Risk
676,1,106.67999999999999,bad,low,medium,Lost
50,1,443.6,medium,low,medium,At Risk
51,9,4978.96,medium,high,high,Loyal
23,10,3667.06,good,high,high,VIP
21,1,110.46,good,low,medium,At Risk
58,1,96.12,medium,low,low,At Risk
169,5,1679.89,bad,medium,high,Loyal
67,7,2247.72,medium,high,high,Loyal
156,3,876.89,bad,medium,high,Loyal
1,151,528602.52,good,high,high,VIP
200,2,519.97,bad,low,high,Lost
415,15,4546.86,bad,high,high,Loyal
4,9,3775.31,good,high,high,VIP
588,1,62.5,bad,low,low,Lost
66,9,2034.1200000000001,medium,high,high,Loyal
76,1,114.18,medium,low,medium,At Risk
0,12,3614.54,,high,high,VIP
737,1,246.86,bad,low,medium,Lost
7,7,3878.51,good,high,high,VIP
168,5,814.65,bad,medium,high,Loyal
17,6,1460.8700000000001,good,medium,high,VIP
4,2,247.15,good,low,medium,At Risk
8,9,2529.93,good,high,high,VIP
86,2,285.74,medium,low,medium,At Risk
26,1,107.95,good,low,medium,At Risk
28,7,1416.33,good,high,high,VIP
429,2,490.6,bad,low,medium,Lost
19,2,637.89,good,low,high,At Risk
60,7,2749.65,medium,high,high,Loyal
23,1,195.25,good,low,medium,At Risk
10,54,21927.14,good,high,high,VIP
444,1,111.63,bad,low,medium,Lost
241,7,3243.93,bad,high,high,Loyal
279,3,602.0,bad,medium,high,Loyal
548,2,1127.45,bad,low,high,Lost
234,4,1113.14,bad,medium,high,Loyal
2,7,3410.81,good,high,high,VIP
508,1,173.66,bad,low,medium,Lost
15,2,1066.9,good,low,high,At Risk
30,12,8356.79,good,high,high,VIP
592,1,184.91,bad,low,medium,Lost
578,1,403.39,bad,low,medium,Lost
381,3,1289.44,bad,medium,high,Loyal
24,58,57412.77,good,high,high,VIP
70,6,875.1500000000001,medium,medium,high,Loyal
187,6,1514.81,bad,medium,high,Loyal
587,1,146.56,bad,low,medium,Lost
25,6,1468.55,good,medium,high,VIP
575,8,4619.79,bad,high,high,Loyal
413,5,885.83,bad,medium,high,Loyal
106,3,1402.06,bad,medium,high,Loyal
7,28,7713.57,good,high,high,VIP
208,1,112.8,bad,low,medium,Lost
43,4,794.33,medium,medium,high,Loyal
30,5,2114.33,good,medium,high,VIP
136,12,1745.09,bad,high,high,Loyal
264,7,1165.36,bad,high,high,Loyal
616,1,244.31,bad,low,medium,Lost
518,3,1620.07,bad,medium,high,Loyal
3,8,2767.9,good,high,high,VIP
217,2,188.60999999999999,bad,low,medium,Lost
1,5,1250.76,good,medium,high,VIP
213,4,702.6,bad,medium,high,Loyal
31,5,3116.26,medium,medium,high,Loyal
10,15,4562.09,good,high,high,VIP
0,29,6754.22,,high,high,VIP
14,1,318.17,good,low,medium,At Risk
10,11,1813.57,good,high,high,VIP
198,1,179.0,bad,low,medium,Lost
618,1,390.69,bad,low,medium,Lost
435,2,139.2,bad,low,medium,Lost
2,5,2212.2799999999997,good,medium,high,VIP
14,25,8886.33,good,high,high,VIP
13,13,1922.59,good,high,high,VIP
9,11,2868.8,good,high,high,VIP
28,4,1328.0700000000002,good,medium,high,Loyal
8,21,5418.87,good,high,high,VIP
23,4,906.24,good,medium,high,Loyal
24,8,1840.45,good,high,high,VIP
42,3,565.45,medium,medium,high,Loyal
732,1,81.3,bad,low,low,Lost
409,1,226.42,bad,low,medium,Lost
1,5,1602.13,good,medium,high,VIP
5,3,663.81,good,medium,high,Loyal
378,1,115.77,bad,low,medium,Lost
146,3,513.37,bad,medium,high,Loyal
9,11,2093.06,good,high,high,VIP
589,1,345.25,bad,low,medium,Lost
24,4,1315.24,good,medium,high,Loyal
654,1,124.75,bad,low,medium,Lost
273,3,467.92999999999995,bad,medium,medium,Loyal
412,1,190.58,bad,low,medium,Lost
373,3,907.38,bad,medium,high,Loyal
0,8,2005.06,,high,high,VIP
46,3,380.02,medium,medium,medium,Loyal
7,19,5517.07,good,high,high,VIP
15,15,16184.97,good,high,high,VIP
425,4,1056.42,bad,medium,high,Loyal
3,56,12240.16,good,high,high,VIP
484,2,401.08,bad,low,medium,Lost
3,4,3554.17,good,medium,high,Loyal
42,9,1821.9,medium,high,high,Loyal
3,25,12287.5,good,high,high,VIP
196,11,4161.06,bad,high,high,Loyal
11,7,1897.59,good,high,high,VIP
434,1,579.85,bad,low,high,Lost
592,1,50.48,bad,low,low,Lost
15,14,3885.08,good,high,high,VIP
112,12,2571.81,bad,high,high,Loyal
405,4,593.5,bad,medium,high,Loyal
248,1,328.2,bad,low,medium,Lost
28,10,3152.32,good,high,high,VIP
479,1,310.15,bad,low,medium,Lost
735,1,112.03,bad,low,medium,Lost
683,2,126.45,bad,low,medium,Lost
43,1,389.64,medium,low,medium,At Risk
86,2,869.51,medium,low,high,At Risk
44,6,1550.48,medium,medium,high,Loyal
9,25,9972.550000000001,good,high,high,VIP
14,3,2653.76,good,medium,high,Loyal
74,1,420.5,medium,low,medium,At Risk
144,7,2864.97,bad,high,high,Loyal
4,3,1625.97,good,medium,high,Loyal
296,1,89.2,bad,low,low,Lost
58,3,447.92,medium,medium,medium,Loyal
263,2,417.57,bad,low,medium,Lost
46,1,278.3,medium,low,medium,At Risk
28,3,254.11,good,medium,medium,Loyal
7,11,6556.13,good,high,high,VIP
473,1,382.81,bad,low,medium,Lost
16,2,192.60000000000002,good,low,medium,At Risk
2,17,15771.88,good,high,high,VIP
231,8,3637.64,bad,high,high,Loyal
620,2,594.62,bad,low,high,Lost
111,1,139.26,bad,low,medium,Lost
592,1,140.55,bad,low,medium,Lost
528,1,241.45,bad,low,medium,Lost
57,3,1418.46,medium,medium,high,Loyal
50,15,3708.3,medium,high,high,Loyal
403,1,307.56,bad,low,medium,Lost
126,2,730.86,bad,low,high,Lost
280,3,386.15,bad,medium,medium,Loyal
54,2,447.68,medium,low,medium,At Risk
319,1,200.10000000000002,bad,low,medium,Lost
658,1,307.3,bad,low,medium,Lost
25,3,449.93,good,medium,medium,Loyal
9,2,77.4,good,low,low,At Risk
549,1,90.96,bad,low,low,Lost
470,1,110.65,bad,low,medium,Lost
6,3,1156.32,good,medium,high,Loyal
28,1,197.64,good,low,medium,At Risk
16,10,2526.62,good,high,high,VIP
606,1,303.63,bad,low,medium,Lost
63,1,6.2,medium,low,low,At Risk
20,2,625.9,good,low,high,At Risk
2,10,1953.9,good,high,high,VIP
165,1,131.45000000000002,bad,low,medium,Lost
0,27,10889.64,,high,high,VIP
506,1,300.31,bad,low,medium,Lost
52,8,724.31,medium,high,high,Loyal
50,2,338.15,medium,low,medium,At Risk
47,17,7774.32,medium,high,high,Loyal
60,1,193.14,medium,low,medium,At Risk
437,2,1502.98,bad,low,high,Lost
161,3,845.55,bad,medium,high,Loyal
8,1,353.27,good,low,medium,At Risk
14,7,1104.64,good,high,high,VIP
74,2,303.43,medium,low,medium,At Risk
390,2,519.29,bad,low,high,Lost
39,8,2741.17,medium,high,high,Loyal
620,2,686.76,bad,low,high,Lost
40,13,2537.02,medium,high,high,Loyal
386,1,170.5,bad,low,medium,Lost
598,1,185.8,bad,low,medium,Lost
369,4,1090.87,bad,medium,high,Loyal
580,1,160.46,bad,low,medium,Lost
36,2,778.5,medium,low,high,At Risk
196,1,271.85,bad,low,medium,Lost
199,7,3959.86,bad,high,high,Loyal
73,6,1170.41,medium,medium,high,Loyal
63,4,470.16,medium,medium,medium,Loyal
20,9,1274.76,good,high,high,VIP
366,7,1286.45,bad,high,high,Loyal
484,1,157.70000000000002,bad,low,medium,Lost
179,3,321.43,bad,medium,medium,Loyal
9,10,4022.9100000000003,good,high,high,VIP
3,24,4925.08,good,high,high,VIP
581,2,385.2,bad,low,medium,Lost
196,13,9839.460000000001,bad,high,high,Loyal
28,7,1692.84,good,high,high,VIP
52,1,197.13,medium,low,medium,At Risk
679,3,1676.57,bad,medium,high,Loyal
629,1,322.69,bad,low,medium,Lost
498,1,94.8,bad,low,low,Lost
17,7,2206.16,good,high,high,VIP
528,2,297.0,bad,low,medium,Lost
9,3,102.44999999999999,good,medium,medium,Loyal
89,9,3460.32,medium,high,high,Loyal
422,2,773.6700000000001,bad,low,high,Lost
417,3,915.28,bad,medium,high,Loyal
267,2,362.71,bad,low,medium,Lost
52,14,7163.0,medium,high,high,Loyal
43,4,2824.69,medium,medium,high,Loyal
436,1,211.79999999999998,bad,low,medium,Lost
63,10,6702.43,medium,high,high,Loyal
599,1,150.0,bad,low,medium,Lost
426,1,437.4,bad,low,medium,Lost
148,3,1348.95,bad,medium,high,Loyal
404,1,310.56,bad,low,medium,Lost
21,43,15763.45,good,high,high,VIP
311,7,1794.01,bad,high,high,Loyal
22,3,829.4100000000001,good,medium,high,Loyal
57,18,6147.18,medium,high,high,Loyal
23,5,1376.87,good,medium,high,VIP
77,11,4322.86,medium,high,high,Loyal
118,7,6520.3,bad,high,high,Loyal
35,3,1311.3799999999999,medium,medium,high,Loyal
59,7,3651.851,medium,high,high,Loyal
505,1,180.75,bad,low,medium,Lost
12,5,1705.64,good,medium,high,VIP
18,1,170.32,good,low,medium,At Risk
51,10,1380.73,medium,high,high,Loyal
25,2,841.1999999999999,good,low,high,At Risk
28,1,266.76,good,low,medium,At Risk
6,4,129.72,good,medium,medium,Loyal
10,19,20850.22,good,high,high,VIP
185,16,2952.06,bad,high,high,Loyal
2,12,4184.01,good,high,high,VIP
8,6,2804.24,good,medium,high,VIP
261,6,1838.95,bad,medium,high,Loyal
2,9,1258.97,good,high,high,VIP
483,3,816.6,bad,medium,high,Loyal
209,2,854.13,bad,low,high,Lost
534,1,116.18,bad,low,medium,Lost
107,3,2862.4,bad,medium,high,Loyal
520,2,256.7,bad,low,medium,Lost
417,2,437.0,bad,low,medium,Lost
12,25,4105.24,good,high,high,VIP
684,1,185.06,bad,low,medium,Lost
76,3,706.19,medium,medium,high,Loyal
19,1,255.4,good,low,medium,At Risk
26,14,3628.15,good,high,high,VIP
18,6,761.59,good,medium,high,VIP
668,1,120.6,bad,low,medium,Lost
131,3,1598.12,bad,medium,high,Loyal
252,1,364.8,bad,low,medium,Lost
78,1,1862.0,medium,low,high,At Risk
206,1,369.2,bad,low,medium,Lost
335,1,135.9,bad,low,medium,Lost
253,3,817.25,bad,medium,high,Loyal
147,4,1106.73,bad,medium,high,Loyal
690,1,202.35000000000002,bad,low,medium,Lost
9,3,1809.6100000000001,good,medium,high,Loyal
84,3,1492.81,medium,medium,high,Loyal
7,38,25119.54,good,high,high,VIP
204,8,2092.42,bad,high,high,Loyal
7,8,3140.54,good,high,high,VIP
22,14,3507.81,good,high,high,VIP
394,1,1384.88,bad,low,high,Lost
521,1,13.919999999999998,bad,low,low,Lost
10,12,2289.65,good,high,high,VIP
25,3,1035.6200000000001,good,medium,high,Loyal
20,5,2810.63,good,medium,high,VIP
1,4,1640.64,good,medium,high,Loyal
157,8,1971.39,bad,high,high,Loyal
444,1,68.44,bad,low,low,Lost
